Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
41980,4,8,18,2,B,I,Y,B,B,E,8,H,B,20,2,A,K,N,51,14,N,9,A,2,31,1,16,7,Y,N,D,2,2
41981,1,19,9,6,W,K,N,B,B,F,8,J,B,10,1,A,R,N,24,10,N,7,C,2,22,1,17,3,Y,N,D,4,1
41982,18,4,8,6,B,K,N,B,B,E,7,H,B,10,3,A,M,N,59,7,Y,13,A,2,40,1,21,4,Y,N,C,2,6
41985,4,2,2,1,N,B,N,B,B,D,12,L,B,10,1,A,I,N,96,19,Y,7,A,2,40,1,2,5,Y,N,E,2,3
41986,1,14,3,2,N,A,N,B,B,D,8,B,B,20,1,A,A,N,68,8,Y,5,A,2,34,1,7,4,N,N,A,2,1
41987,4,16,17,2,B,K,Y,B,B,E,3,J,B,10,1,A,N,Y,93,9,N,21,C,2,37,1,17,7,Y,Y,E,2,1
41989,2,7,17,5,B,A,Y,B,B,B,7,B,B,15,3,A,I,N,75,9,Y,5,B,2,40,1,2,6,Y,N,E,2,1
41994,15,19,21,3,W,H,N,B,B,E,12,I,B,10,1,A,J,N,63,19,Y,2,B,1,37,1,5,6,N,N,A,1,1
41995,4,3,2,2,N,K,Y,B,B,E,2,H,B,10,1,A,R,Y,59,8,N,6,C,2,40,1,17,2,Y,Y,E,2,1
41996,4,5,13,2,S,K,N,B,B,E,3,J,B,10,1,A,R,Y,69,10,N,14,C,2,25,1,2,6,Y,Y,E,2,1
41998,2,9,8,5,B,H,N,B,B,D,3,B,B,15,3,A,I,N,88,12,N,10,B,3,25,1,11,1,N,N,A,5,1
42001,3,15,13,6,N,K,N,B,B,E,12,H,B,15,1,A,J,N,12,17,Y,11,A,3,22,1,12,4,N,N,A,3,1
42004,1,13,8,5,N,A,Y,B,B,D,12,B,B,20,1,A,B,Y,77,14,Y,7,B,6,37,1,2,3,Y,Y,E,7,1
42005,7,16,19,4,N,A,N,B,B,D,12,L,B,15,3,A,A,N,39,10,Y,16,B,1,22,1,1,2,N,N,A,1,7
42006,2,4,13,4,N,A,N,B,B,D,3,B,B,15,1,A,H,N,46,7,N,6,A,2,31,1,1,7,Y,N,C,2,3
42008,6,9,23,2,N,C,Y,B,B,D,12,L,B,20,1,W,D,N,78,16,N,4,B,2,40,1,25,3,Y,N,E,4,1
42009,1,7,17,2,B,I,N,B,B,F,12,H,B,10,3,A,R,Y,65,8,Y,22,A,1,31,1,11,6,Y,Y,E,1,3
42011,1,6,14,2,B,A,Y,B,B,D,7,B,B,20,1,A,B,N,63,8,N,5,A,2,31,1,22,4,Y,N,E,4,1
42012,1,18,10,4,N,C,N,B,B,D,8,L,B,20,1,A,I,N,37,11,Y,14,A,2,40,1,1,3,Y,N,E,2,5
42014,4,5,17,4,B,A,Y,B,B,D,3,B,B,10,1,A,B,N,82,8,Y,19,A,1,40,1,19,7,Y,N,D,1,7
42017,5,5,19,4,N,B,N,B,B,D,3,B,B,15,1,A,A,N,37,8,Y,18,A,2,40,1,19,3,Y,N,C,2,12
42020,4,7,5,4,B,A,N,B,B,D,7,B,B,10,1,A,B,N,43,9,N,8,A,2,28,1,5,6,Y,N,E,4,4
42021,2,16,16,1,B,K,N,B,B,E,8,H,B,10,3,A,R,Y,83,8,N,15,A,2,22,1,2,3,Y,Y,E,2,4
42026,1,15,23,2,N,K,N,B,B,E,8,H,B,10,1,A,R,Y,90,10,Y,12,A,3,31,1,11,7,Y,Y,E,3,9
42027,3,17,5,4,N,B,N,B,B,D,8,B,B,15,1,A,I,N,49,8,N,6,A,2,31,1,17,5,N,N,A,5,3
42028,2,8,6,4,N,H,N,B,B,D,3,B,B,10,1,A,B,N,83,14,N,16,A,2,28,1,17,7,Y,N,C,2,5
42030,4,14,22,2,N,K,Y,B,B,E,3,H,B,20,1,A,K,N,82,17,N,5,A,1,40,1,25,3,Y,N,E,2,1
42031,1,10,3,2,N,H,Y,B,B,E,7,J,B,15,3,A,R,N,62,15,Y,3,B,2,40,1,16,5,N,N,E,2,1
42036,9,3,9,4,N,B,N,C,B,D,8,B,B,10,1,A,B,Y,82,11,Y,11,C,2,22,1,8,5,Y,Y,E,3,1
42038,7,10,15,5,N,C,Y,B,B,D,2,L,B,15,3,A,I,N,54,17,Y,11,B,2,28,1,8,4,Y,N,E,2,1
42039,3,13,21,2,N,H,Y,B,B,E,8,J,B,15,1,A,J,N,89,21,N,15,B,2,40,1,4,3,Y,N,E,2,1
42041,1,5,14,1,C,A,Y,B,B,D,8,D,B,20,3,A,B,N,44,10,Y,14,B,2,34,1,1,6,Y,N,C,2,1
42042,1,10,24,5,N,K,Y,B,B,E,7,H,B,5,1,A,J,Y,84,12,N,13,A,7,40,3,19,1,Y,Y,E,7,1
42044,5,6,14,1,N,A,Y,D,B,D,12,B,B,10,1,A,B,Y,86,7,N,13,C,2,40,1,2,4,Y,Y,E,2,6
42045,2,14,2,2,B,A,N,B,B,D,12,A,B,10,1,A,D,N,69,15,N,5,B,1,31,1,12,7,N,N,E,1,1
42046,1,18,6,4,N,A,N,B,B,D,3,L,B,15,2,A,I,Y,63,9,N,15,A,1,40,1,3,5,Y,Y,C,1,1
42050,4,2,1,1,C,K,Y,B,B,E,2,H,B,10,1,A,R,N,92,9,Y,9,A,2,37,1,22,6,Y,N,E,2,1
42051,2,14,19,4,N,A,Y,B,B,D,7,B,D,15,1,A,A,Y,92,16,N,12,C,2,31,1,19,1,Y,Y,E,2,1
42052,4,13,22,2,N,C,N,B,B,D,3,L,B,5,3,A,I,N,75,17,N,6,B,1,25,1,1,6,N,N,D,1,1
42053,4,7,9,1,N,K,Y,B,A,E,12,J,B,10,3,A,R,Y,60,7,N,10,A,2,40,1,13,6,Y,Y,E,2,1
42054,2,11,6,1,C,K,N,B,B,F,8,J,B,5,1,A,K,Y,90,12,N,18,A,2,31,1,10,7,Y,Y,E,2,4
42055,3,9,15,5,S,I,Y,B,A,E,3,H,B,20,1,H,R,Y,92,15,N,18,A,3,40,1,23,4,Y,Y,E,3,10
42056,2,14,19,4,B,I,Y,B,B,F,3,H,B,15,2,A,R,N,79,10,N,5,A,2,22,1,12,3,Y,N,C,3,1
42057,1,16,17,1,B,B,N,B,B,D,7,B,B,10,2,A,H,N,21,9,N,19,A,2,40,1,18,1,Y,N,E,2,12
42061,9,4,19,1,B,I,Y,B,B,F,12,H,B,15,1,A,N,N,60,9,N,15,A,2,37,1,4,6,Y,N,E,3,8
42062,1,2,7,5,C,K,N,B,B,E,3,H,B,10,1,N,R,Y,97,12,N,17,A,2,31,1,1,4,Y,Y,E,2,2
42063,11,5,6,4,N,K,Y,B,B,E,12,N,B,10,1,A,N,N,42,8,Y,6,A,2,37,1,16,6,Y,N,C,6,3
42065,1,8,22,1,N,C,N,B,B,D,3,B,B,10,1,A,E,N,58,21,N,19,A,2,37,1,21,7,Y,N,D,2,11
42066,5,7,23,1,H,K,Y,B,B,E,8,H,B,5,1,A,R,Y,42,14,N,9,A,1,40,1,12,5,Y,Y,C,1,8
42074,5,17,6,4,N,H,N,B,B,E,12,I,A,5,1,A,N,N,51,7,N,3,B,2,25,1,16,1,N,N,A,4,1
42076,1,14,20,5,N,H,Y,B,B,D,8,L,B,5,1,A,B,N,79,17,N,8,A,2,25,1,17,3,N,N,E,2,1
42077,1,2,3,2,N,A,N,B,B,D,7,B,B,20,1,A,B,N,57,10,Y,4,B,2,22,1,9,6,Y,N,E,2,1
42078,4,17,2,2,N,B,Y,B,B,D,8,B,B,15,1,A,I,Y,99,7,N,16,C,2,25,1,20,4,Y,Y,C,4,1
42086,2,14,23,2,E,H,N,B,B,D,3,A,B,20,3,H,D,N,87,15,Y,3,B,1,40,1,8,6,Y,N,E,1,1
42088,1,5,3,1,B,I,Y,B,B,E,8,H,B,10,3,A,K,N,17,9,Y,4,A,1,25,1,17,7,Y,N,E,1,1
42090,1,9,5,4,N,H,N,D,B,E,3,H,B,20,1,A,R,N,70,8,N,6,B,2,31,1,17,4,Y,N,D,4,1
42093,8,2,8,6,N,A,Y,B,B,D,3,B,B,20,1,A,E,N,57,9,N,11,C,1,40,1,16,1,Y,N,E,1,3
42094,5,17,1,1,H,B,N,D,B,D,7,B,B,20,1,A,I,N,78,10,Y,4,A,2,37,1,11,1,Y,N,C,2,1
42096,2,14,9,5,N,H,N,B,B,D,7,A,B,20,2,A,I,Y,79,12,N,4,A,1,37,1,21,7,Y,Y,D,3,3
42100,1,11,8,5,N,H,Y,B,B,D,3,B,B,15,3,A,B,N,26,12,N,14,A,2,31,1,18,3,N,N,A,3,5
42101,5,5,18,4,B,K,Y,B,B,E,8,H,A,20,1,A,M,N,99,8,Y,16,A,2,22,1,19,4,Y,N,C,3,7
42102,2,17,7,5,N,B,N,B,B,D,3,B,B,20,3,A,B,N,49,9,Y,9,A,2,37,1,1,5,N,N,A,4,6
42103,1,5,4,3,B,A,Y,B,B,D,12,B,B,15,3,A,B,N,17,6,N,11,A,3,25,1,18,4,Y,N,E,3,3
42104,3,12,12,4,N,K,Y,B,B,E,8,H,B,15,1,A,R,Y,74,12,Y,13,C,1,31,1,21,6,Y,Y,E,1,2
42105,7,12,17,5,N,C,N,B,B,D,3,L,B,10,1,A,B,N,37,18,Y,10,B,2,25,1,1,1,Y,N,E,2,1
42106,8,3,9,1,C,H,Y,B,B,D,3,L,B,20,1,A,B,Y,83,16,N,7,B,1,25,1,1,7,Y,Y,E,1,1
42111,1,10,18,3,N,K,Y,B,B,E,8,H,B,10,2,A,R,N,46,18,Y,13,A,2,31,1,3,3,Y,N,E,2,2
42114,3,6,14,1,G,D,N,B,B,D,12,B,B,5,1,A,I,N,55,11,Y,10,A,3,31,1,21,5,Y,N,E,4,3
42116,4,12,22,4,E,K,N,B,B,E,8,H,B,15,2,H,N,N,82,19,N,9,A,3,40,1,21,2,N,N,C,3,6
42119,1,7,9,2,N,A,Y,B,B,D,3,B,B,10,0,A,I,N,41,7,N,10,A,2,25,1,21,1,N,N,A,2,4
42120,4,5,16,2,S,A,Y,B,B,D,3,B,B,15,1,A,B,N,42,8,N,3,A,2,22,1,2,1,Y,N,D,2,1
42122,2,19,19,4,S,B,N,B,B,D,3,B,B,10,1,A,B,N,55,13,N,3,B,2,31,1,12,5,N,N,C,3,1
42125,1,15,18,1,N,K,Y,B,D,E,8,J,B,15,3,A,J,N,87,10,N,5,A,1,22,1,1,4,N,N,A,1,2
42126,7,10,17,5,N,K,Y,B,B,E,8,H,B,10,3,A,K,N,47,16,Y,8,A,2,22,1,5,6,Y,N,E,2,1
42130,1,17,6,4,W,A,Y,B,B,D,12,B,B,15,3,A,I,N,37,7,N,8,A,2,40,1,8,5,N,N,A,6,3
42134,1,7,10,1,E,A,N,B,B,D,8,B,B,15,3,A,B,Y,67,9,N,5,A,1,34,1,11,4,Y,Y,E,1,2
42135,4,7,7,5,B,I,N,B,B,E,8,H,B,15,3,A,K,N,35,11,N,7,A,2,25,1,18,5,Y,N,E,2,1
42136,9,14,10,3,N,K,N,B,B,E,12,H,B,10,1,A,N,N,42,16,Y,15,A,2,40,1,11,5,Y,N,D,2,5
42137,4,3,18,2,B,H,Y,B,C,D,3,B,D,15,1,A,B,N,65,16,N,16,A,1,40,1,5,2,Y,N,D,1,11
42138,1,2,15,1,C,K,N,B,B,E,8,H,B,15,2,A,J,N,47,13,Y,10,A,3,40,1,22,4,Y,N,E,3,1
42139,8,6,7,2,N,K,N,B,B,F,8,H,B,15,1,A,R,Y,91,8,Y,19,A,2,40,1,20,6,Y,Y,E,4,5
42140,1,12,15,4,N,H,Y,B,B,B,3,B,B,15,3,A,E,N,37,21,N,4,A,2,37,1,22,7,Y,N,E,2,3
42141,2,6,20,3,B,A,Y,B,B,D,8,B,B,15,3,A,G,Y,72,9,Y,13,C,2,25,1,4,7,Y,Y,E,2,1
42146,1,15,12,3,E,C,Y,B,B,D,12,B,B,10,1,A,A,N,54,16,Y,5,A,1,25,1,19,6,Y,N,E,1,3
42152,1,12,1,1,W,I,N,B,B,E,7,J,B,15,3,A,N,N,28,9,N,12,A,4,37,1,1,2,Y,N,C,4,1
42158,9,9,19,2,B,H,N,B,B,E,12,H,B,10,1,A,J,N,88,10,N,16,D,2,34,1,1,1,Y,N,C,2,10
42160,1,8,7,5,N,K,N,B,B,E,3,H,B,20,1,A,R,N,78,13,N,15,A,2,37,1,24,7,Y,N,E,2,5
42163,2,3,23,6,W,I,Y,B,B,E,12,J,B,20,1,C,R,N,59,11,Y,13,A,2,40,1,18,7,Y,N,D,2,3
42164,1,12,18,5,N,D,N,B,B,D,7,L,B,10,1,A,I,N,56,15,N,12,B,2,34,1,3,7,Y,N,E,2,1
42167,5,9,8,5,B,H,N,D,B,B,3,B,B,20,3,A,C,N,73,14,N,4,B,1,31,1,3,1,N,N,A,1,1
42169,3,3,11,7,B,C,Y,B,B,D,8,L,B,15,1,A,C,N,50,11,N,11,A,4,34,1,2,7,Y,N,C,4,6
42171,1,6,3,2,B,A,Y,B,B,D,3,B,B,15,1,A,B,N,61,12,N,8,A,2,40,1,21,2,Y,N,E,2,3
42173,23,16,20,6,N,K,Y,B,B,E,7,J,B,5,1,A,R,N,49,11,Y,14,A,2,40,1,7,1,N,N,D,2,8
42177,1,10,19,2,N,C,N,B,B,D,12,L,A,15,1,A,A,N,47,17,N,5,B,2,22,1,14,2,Y,N,E,2,1
42179,13,11,18,9,N,H,Y,C,B,E,3,J,B,10,1,A,K,Y,43,14,N,14,B,2,34,1,2,7,Y,Y,E,2,1
42180,1,7,14,6,N,H,Y,B,D,E,8,H,B,10,1,C,K,Y,91,13,N,13,B,2,31,1,2,6,Y,Y,E,2,1
42188,4,19,7,1,B,K,N,B,B,E,8,I,B,20,1,A,R,N,34,10,N,3,C,2,40,1,3,2,N,N,E,2,1
42189,4,3,18,4,B,B,N,B,B,B,3,L,B,20,1,A,A,N,66,11,N,5,A,2,34,1,18,3,Y,N,C,3,3
42190,1,15,6,4,N,K,N,B,A,E,3,J,B,15,3,A,K,N,47,11,N,10,A,3,25,1,5,4,N,N,C,3,4
42192,1,8,19,2,W,H,Y,B,B,D,2,B,B,10,1,A,E,N,42,17,N,6,B,2,34,1,16,3,Y,N,E,2,1
42194,4,14,18,2,N,K,Y,B,B,E,7,H,B,15,1,A,N,N,63,13,N,14,A,2,37,1,9,3,Y,N,D,2,3
42196,1,2,20,2,N,B,Y,B,B,D,8,L,B,10,3,A,A,N,60,16,N,20,B,2,34,1,25,3,Y,N,E,4,1
42198,11,12,10,1,N,C,N,B,B,D,8,L,B,20,1,A,E,N,35,20,N,3,B,2,34,1,4,2,Y,N,E,2,1
42199,18,8,18,4,N,H,N,B,C,E,12,H,B,20,1,A,K,N,47,12,N,10,B,2,37,1,6,3,Y,N,D,3,1
42201,4,11,12,2,N,C,Y,B,B,D,2,L,B,10,1,A,K,N,52,21,N,13,A,2,37,1,21,3,N,N,A,2,1
42202,1,18,16,3,B,B,N,B,B,D,7,B,B,10,1,A,A,N,30,10,N,3,B,2,25,1,18,4,N,N,A,3,1
42203,2,5,19,6,C,K,Y,B,B,E,3,I,B,20,1,D,R,Y,52,8,Y,14,C,2,34,1,17,7,Y,Y,E,2,1
42204,8,7,14,5,B,K,Y,B,B,E,8,H,B,15,1,A,R,N,50,7,N,12,A,2,31,1,17,6,Y,N,E,2,10
42206,2,14,9,6,S,C,N,B,B,D,2,L,B,20,1,A,I,N,93,29,N,13,A,2,40,1,19,6,Y,N,C,2,1
42208,4,10,17,4,N,H,N,B,B,D,12,A,B,20,3,A,A,N,41,18,Y,4,C,2,31,1,22,4,Y,N,E,3,1
42209,1,4,8,5,N,K,N,B,B,E,12,H,B,15,1,A,N,N,84,10,N,14,A,2,40,1,17,4,Y,N,E,2,1
42213,41,3,2,1,N,K,N,B,A,E,3,H,B,20,2,A,R,N,30,8,Y,5,A,2,22,1,8,5,Y,N,E,3,2
42215,12,18,14,2,N,K,Y,D,B,E,3,H,B,10,3,A,R,N,75,9,N,2,A,3,25,1,16,7,N,N,A,5,2
42216,1,17,17,1,B,K,Y,B,B,E,8,J,B,15,1,A,R,N,43,7,N,22,A,2,28,1,24,6,N,N,C,2,9
42217,2,15,7,1,N,H,Y,B,B,E,2,J,D,10,1,A,K,N,16,5,Y,3,B,2,34,1,8,6,Y,N,E,2,1
42218,1,6,13,7,S,I,Y,B,B,E,3,H,B,10,3,A,N,N,67,7,Y,13,A,2,25,1,19,7,Y,N,E,2,3
42219,1,5,7,5,S,K,Y,B,B,E,8,J,B,10,2,A,R,Y,76,7,N,8,C,2,37,1,6,7,Y,Y,E,2,1
42220,8,9,2,1,N,K,Y,B,B,E,8,H,B,10,1,A,R,N,51,9,N,8,A,2,31,1,2,4,Y,N,C,2,4
42221,1,18,3,2,N,C,N,D,B,D,12,A,B,15,1,A,I,N,55,13,N,4,B,2,40,1,12,7,Y,N,D,4,1
42228,1,5,5,4,C,K,N,B,B,E,3,H,B,20,1,N,R,N,91,9,N,11,A,2,40,1,7,3,Y,N,E,2,1
42229,1,3,7,5,B,H,N,B,B,D,12,D,B,10,2,A,A,N,84,14,N,4,A,3,31,1,5,7,Y,N,D,3,2
42230,4,11,21,6,N,H,Y,B,A,D,8,B,B,20,1,A,I,Y,52,20,N,10,C,2,31,1,16,7,Y,Y,C,4,3
42231,11,19,19,6,B,I,N,D,B,E,3,H,B,15,1,A,N,N,66,21,N,16,A,1,31,1,16,5,Y,N,D,1,6
42233,4,3,1,1,N,C,N,D,B,B,2,B,B,15,1,A,B,N,33,12,N,14,A,1,31,1,24,4,Y,N,E,1,1
42234,1,12,7,5,N,B,Y,B,D,D,2,L,B,20,1,A,I,N,21,11,N,5,B,2,28,1,4,7,Y,N,E,2,1
42238,2,11,21,7,N,K,Y,B,B,F,12,H,B,20,1,A,M,N,43,17,N,7,A,1,40,1,1,5,Y,N,C,3,5
42240,2,9,18,5,E,K,Y,B,B,E,8,J,B,10,1,A,N,N,62,14,N,17,A,2,37,1,5,2,N,N,A,2,12
42249,1,13,6,4,N,K,N,B,B,F,12,H,B,10,1,A,R,N,53,18,N,10,A,2,34,1,11,6,N,N,A,3,2
42250,4,9,11,3,W,C,Y,B,B,D,8,B,B,10,1,A,E,N,83,10,Y,15,A,2,37,1,18,5,Y,N,E,2,10
42252,1,3,18,4,B,K,N,B,B,E,3,H,B,15,1,A,N,Y,98,15,N,18,A,3,22,2,5,6,Y,Y,E,6,7
42253,1,1,17,1,C,B,Y,B,B,D,8,B,B,15,1,A,B,N,35,21,N,11,A,2,37,1,21,3,Y,N,C,3,4
42257,2,4,12,2,N,K,Y,B,B,E,8,H,B,20,3,A,L,Y,99,6,N,21,A,2,25,1,20,4,Y,Y,E,2,5
42262,1,7,1,2,N,A,Y,A,B,D,3,A,D,10,1,A,B,N,32,9,Y,9,B,2,40,1,21,3,N,N,A,1,2
42263,2,14,17,2,W,A,Y,B,B,D,3,A,B,15,1,H,A,N,82,10,N,16,A,3,31,1,2,6,Y,N,C,3,11
42265,8,2,9,2,C,A,N,B,D,B,3,B,B,10,2,A,A,N,59,18,N,9,A,2,37,1,25,4,Y,N,E,3,1
42268,3,14,12,3,B,H,Y,B,B,D,3,A,B,10,1,N,I,N,64,10,Y,7,A,3,25,1,2,6,N,N,C,3,4
42269,5,2,18,4,C,K,Y,B,B,E,3,J,C,10,2,A,M,N,55,15,N,18,A,2,22,1,24,7,Y,N,E,4,9
42270,1,5,17,2,S,A,Y,B,B,D,12,E,B,20,1,A,G,N,93,8,Y,6,A,2,37,1,17,4,Y,N,E,2,2
42271,2,8,18,4,N,H,Y,B,B,E,2,H,B,15,1,A,R,N,9,12,N,3,B,2,34,1,17,7,N,N,A,2,1
42275,4,6,18,1,B,A,N,B,B,D,8,B,D,15,1,A,I,Y,61,16,N,6,A,1,22,1,20,4,Y,Y,E,1,4
42276,5,10,20,4,N,H,Y,B,B,B,12,L,B,15,2,A,I,Y,72,18,N,7,C,2,31,1,22,2,Y,N,E,4,1
42278,2,2,11,7,N,K,Y,D,B,E,12,H,B,15,1,A,R,Y,94,15,Y,13,A,2,22,1,4,3,Y,N,E,2,1
42280,4,1,19,1,C,A,Y,B,B,D,3,B,B,10,2,A,B,N,31,12,N,9,B,1,31,1,21,7,N,N,E,2,1
42284,2,8,2,1,N,H,Y,B,B,D,3,B,B,15,1,A,E,N,57,12,N,11,A,1,40,1,11,6,Y,N,C,1,2
42287,1,10,22,7,N,H,N,B,B,D,8,L,B,20,1,A,I,N,28,24,N,10,A,3,22,1,14,3,Y,N,E,3,7
42291,1,10,1,1,N,K,N,B,B,F,12,J,B,10,1,A,K,N,1,21,N,6,A,2,22,1,6,7,Y,N,E,2,1
42293,1,8,24,3,N,C,Y,B,A,B,12,E,B,10,2,A,E,N,49,16,N,13,A,2,40,1,11,1,Y,N,D,3,8
42294,4,8,10,1,N,H,Y,B,B,D,12,B,B,20,1,A,I,N,49,14,N,10,A,2,40,1,21,7,Y,N,C,7,7
42295,1,5,15,1,S,A,Y,B,B,D,3,B,B,10,2,A,I,Y,34,11,Y,5,A,2,25,1,2,7,Y,Y,E,2,4
42297,11,16,20,4,B,I,N,B,B,E,12,H,B,20,1,A,N,N,24,9,N,13,A,2,31,1,1,4,Y,N,C,2,3
42301,1,19,12,2,N,K,Y,B,B,E,12,H,B,10,1,A,N,Y,84,14,N,4,A,1,37,1,4,6,Y,Y,E,1,2
42304,4,2,19,2,C,K,N,B,B,E,8,K,B,10,3,A,R,N,56,17,Y,6,A,2,40,1,24,6,Y,N,E,2,3
42305,1,1,13,2,C,A,N,B,B,D,3,F,B,10,3,N,B,N,36,18,N,6,A,1,34,1,21,7,Y,N,D,4,1
42306,2,6,17,1,B,A,N,B,B,D,3,B,B,20,1,A,B,N,14,7,N,16,A,3,34,1,1,1,Y,N,C,3,8
42307,7,3,17,4,N,H,Y,B,B,D,8,L,B,20,2,A,B,N,83,13,N,17,A,1,31,1,9,5,Y,N,D,1,4
42309,7,17,14,3,B,I,N,B,B,E,3,H,B,10,3,C,K,N,48,10,Y,17,A,1,37,1,6,1,N,N,A,2,3
42310,4,10,7,5,N,H,Y,B,B,E,12,I,B,10,1,A,J,N,10,11,Y,3,B,2,37,1,11,6,Y,N,D,2,1
42311,7,10,19,3,N,H,N,B,B,E,3,H,B,20,2,A,N,N,24,18,N,15,B,4,34,3,13,3,Y,N,E,4,1
42313,2,6,14,2,E,A,Y,B,B,D,8,B,B,15,3,A,B,N,58,10,N,9,A,3,22,1,21,7,N,N,B,3,2
42315,8,19,13,1,N,C,N,B,B,D,3,B,B,20,1,A,I,Y,99,14,Y,15,C,1,22,1,16,1,Y,Y,E,1,5
42316,1,10,24,7,W,C,Y,B,B,D,7,L,B,10,1,A,I,Y,86,13,N,15,A,2,40,2,15,6,Y,Y,C,6,2
42322,11,19,22,6,N,H,N,B,B,E,12,H,B,20,1,A,Q,N,73,13,Y,9,B,1,22,1,3,3,N,N,A,1,1
42324,2,16,13,1,N,A,N,B,B,D,7,B,B,5,1,A,I,N,42,6,Y,11,A,2,34,1,17,6,Y,N,C,3,5
42326,4,1,18,3,N,A,N,B,B,D,8,L,C,10,1,A,B,N,53,23,N,8,B,2,31,1,24,1,Y,N,E,3,1
42327,1,17,3,2,N,H,N,B,B,E,3,H,B,20,1,A,L,N,50,7,Y,3,B,1,22,1,16,2,N,N,C,2,1
42328,8,7,13,3,B,I,N,D,B,E,3,J,B,5,3,A,K,N,44,8,Y,9,A,1,31,1,18,5,Y,N,E,2,2
42330,1,18,5,4,W,I,Y,B,B,E,8,K,B,10,3,A,K,N,5,6,Y,10,A,1,28,1,3,4,Y,N,E,1,2
42331,1,14,21,1,N,K,N,B,B,E,2,H,B,10,1,A,R,N,90,24,N,13,A,2,25,1,13,6,Y,N,C,4,5
42332,2,16,18,2,N,A,N,B,B,D,3,B,B,10,3,A,I,N,23,7,N,8,A,3,31,1,15,4,Y,N,D,4,7
42335,1,6,17,4,E,K,Y,B,B,E,2,J,B,10,1,A,J,N,60,11,N,18,A,1,37,1,21,1,Y,N,D,1,6
42337,22,18,16,1,N,K,N,B,B,E,8,N,A,20,1,A,R,N,7,11,N,1,A,3,40,1,1,6,N,N,A,3,2
42338,2,8,10,2,N,H,Y,B,B,D,3,B,B,10,3,A,E,N,67,22,N,7,B,2,28,1,10,7,N,N,A,2,1
42339,9,8,7,5,N,C,N,B,B,D,12,B,B,10,1,A,I,N,67,9,N,9,C,2,34,1,8,7,Y,N,C,5,1
42342,1,18,4,1,N,C,N,B,B,D,3,B,B,15,1,A,I,Y,72,11,N,12,A,2,31,1,23,4,Y,Y,E,2,2
42344,1,12,10,3,N,C,N,B,B,D,3,L,B,15,1,A,I,N,51,12,N,11,B,2,31,1,12,5,Y,N,E,2,1
42351,3,6,12,2,B,A,N,B,B,D,8,B,B,10,3,A,B,N,52,9,N,7,A,2,31,1,12,7,Y,N,E,2,3
42353,1,7,6,4,B,A,N,B,B,B,3,B,B,20,1,A,B,N,36,10,Y,5,A,2,31,1,5,4,Y,N,E,2,1
42355,4,8,19,2,C,H,N,B,B,D,12,B,B,15,1,A,E,N,80,18,N,6,A,2,40,1,9,6,Y,N,E,2,3
42357,2,18,17,6,B,H,N,B,B,D,8,B,B,10,3,A,A,N,75,15,N,9,A,2,25,1,9,7,N,N,A,2,1
42358,1,6,1,1,B,A,N,B,B,D,8,B,B,10,3,A,B,N,41,9,N,11,A,1,22,1,17,6,Y,N,E,1,1
42360,2,1,13,3,C,A,Y,B,B,D,8,B,B,10,2,A,C,N,30,9,N,1,B,2,40,1,21,1,N,N,E,2,9
42362,1,8,5,4,N,A,Y,B,B,D,7,B,B,10,1,A,C,N,41,11,Y,6,A,2,40,1,5,4,Y,N,E,4,4
42364,1,13,19,5,B,I,Y,A,B,F,8,M,B,15,1,A,R,N,85,5,N,17,A,1,31,1,17,4,Y,N,C,1,11
42367,1,18,8,6,S,B,Y,B,B,B,3,B,B,15,1,A,D,N,44,12,N,16,A,2,25,1,13,3,Y,N,D,2,5
42368,1,6,16,2,B,A,N,B,B,D,3,B,B,10,3,A,I,N,72,8,Y,3,A,2,34,1,19,7,Y,N,E,2,2
42372,2,12,17,6,N,K,Y,B,B,E,7,H,C,15,1,A,N,N,77,10,N,13,A,2,40,1,2,4,Y,N,E,2,10
42374,1,8,8,2,B,H,N,B,B,D,3,B,B,10,3,A,E,N,36,15,Y,5,B,1,25,1,11,4,Y,N,E,1,1
42375,1,7,15,3,B,J,Y,B,B,E,8,J,B,15,1,C,K,N,52,9,N,11,A,3,40,1,19,3,Y,N,D,3,6
42379,5,7,16,1,B,A,N,B,D,D,3,B,B,10,3,A,H,N,20,9,Y,7,C,1,37,1,11,6,Y,N,E,1,1
42380,6,7,14,2,N,K,Y,B,B,F,3,H,B,10,1,A,R,N,45,8,Y,17,A,2,37,1,22,4,N,N,A,2,1
42385,8,4,14,3,N,K,Y,B,B,E,8,H,B,10,1,A,K,Y,71,7,Y,14,C,2,31,1,1,3,Y,Y,E,3,5
42386,11,9,23,4,W,I,N,B,B,E,12,H,B,15,3,A,R,N,35,17,Y,12,A,2,28,1,23,3,N,N,E,2,5
42387,4,3,3,2,N,H,N,B,B,E,3,J,B,20,1,A,L,Y,93,13,N,20,B,2,31,1,2,6,Y,Y,D,3,1
42389,14,15,19,5,N,C,N,B,B,D,12,L,B,10,1,A,I,N,49,11,N,5,B,2,34,1,8,4,Y,N,D,3,1
